,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
78007,Bournemouth,Joshua King,Forward,91,1.0,79.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
54102,Arsenal,Jack Wilshere,Midfielder,91,1.0,96.0,0.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,0.0,3.0,0.0,5.0,5.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
15149,Bournemouth,Simon Francis,Defender,91,1.0,96.0,0.0,0.0,0.0,8.0,3.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0,2.0,0.0,3.0,0.0,8.0,4.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
56917,Bournemouth,Steve Cook,Defender,91,1.0,96.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,1.0,0.0,0.0,5.0,4.0,1.0,1.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
126184,Bournemouth,Nathan Aké,Defender,91,1.0,96.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
18726,Bournemouth,Artur Boruc,Goalkeeper,91,1.0,96.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
37402,Leicester City,Christian Fuchs,Defender,13,1.0,96.0,0.0,0.0,0.0,10.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0
155569,Leicester City,Daniel Amartey,Midfielder,13,1.0,96.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,2.0,3.0,2.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0
54469,Bournemouth,Adam Smith,Defender,91,1.0,96.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
48615,Bournemouth,Harry Arter,Midfielder,91,1.0,96.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,0.0,0.0,2.0,36.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
41320,Bournemouth,Charlie Daniels,Defender,91,1.0,96.0,0.0,1.0,0.0,9.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,30.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,3.0
130025,Leicester City,Luis Hernández,Defender,13,1.0,96.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,3.0,4.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.111111111111,0.0
