,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
49944,Hull City,Jake Livermore,Midfielder,35,1.0,97.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
14295,West Bromwich Albion,Darren Fletcher,Midfielder,35,1.0,97.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,12.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
41328,Chelsea,César Azpilicueta,Defender,8,1.0,97.0,0.0,3.0,1.0,8.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,48.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,3.0
57134,West Bromwich Albion,Salomón Rondón,Forward,35,1.0,97.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,1.0,0.0,12.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
67527,Watford,Nyom,Defender,35,1.0,97.0,0.0,1.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
63370,West Bromwich Albion,James McClean,Midfielder,35,1.0,59.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0416666666667,0.0
60232,West Bromwich Albion,Craig Dawson,Defender,35,1.0,97.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
41270,Unknown,Unknown,Unknown,8,1.0,97.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,3.0
60772,Chelsea,Thibaut Courtois,Goalkeeper,8,1.0,97.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,3.0
19151,West Bromwich Albion,Chris Brunt,Midfielder,35,1.0,97.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0
