,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
39155,Liverpool,Adam Lallana,Midfielder,14,1.0,95.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.111111111111,1.0
38454,Liverpool,Dejan Lovren,Defender,14,1.0,95.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,9.0,8.0,2.0,0.0,4.0,1.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0769230769231,0.111111111111,1.0
76359,Manchester United,Phil Jones,Defender,1,1.0,95.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,2.0,0.0,8.0,7.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
57249,Manchester United,Henrikh Mkhitaryan,Midfielder,1,1.0,95.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,13.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
15157,Liverpool,James Milner,Midfielder,14,1.0,95.0,1.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,2.0,1.0,0.0,1.0,22.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.111111111111,1.0
20695,Manchester United,Antonio Valencia,Defender,1,1.0,95.0,0.0,0.0,0.0,3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,18.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
74208,Manchester United,Paul Pogba,Midfielder,1,1.0,95.0,0.0,2.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,2.0,0.0,2.0,1.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
112338,Liverpool,Emre Can,Midfielder,14,1.0,95.0,0.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0769230769231,0.111111111111,1.0
2404,Manchester United,Michael Carrick,Midfielder,1,1.0,45.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
40002,Manchester United,Matteo Darmian,Defender,1,1.0,75.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0769230769231,1.0
