,球队,球员,位置,team_id,出场次数,出场时间,进球数,射门数,射正球门数,长传次数,长传成功次数,传中次数,传中成功次数,直传次数,直传成功次数,任意球次数,任意球成功次数,角球次数,角球成功次数,直塞球成功次数,助攻次数,关键传球次数,向前传球成功次数,过人次数,过人成功次数,抢断次数,被过人次数,争高空球次数,争高空球成功次数,犯规次数,被犯规次数,拦截次数,封堵射门次数,解围次数,防守失误导致丢球数,防守失误导致射门数,黄牌次数,第二张黄牌次数,直接红牌次数,进球效率,被进球效率,积分
37265,Arsenal,Alexis Sánchez,Forward,3,1.0,82.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,15.0,7.0,4.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
19524,Arsenal,Santiago Cazorla,Midfielder,3,1.0,97.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,36.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
69140,Unknown,Unknown,Unknown,3,1.0,97.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,25.0,2.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
51507,Arsenal,Laurent Koscielny,Defender,3,1.0,97.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,1.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
38411,Arsenal,Nacho Monreal,Defender,3,1.0,97.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
153133,Arsenal,Alex Iwobi,Midfielder,3,1.0,68.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
84450,Arsenal,Granit Xhaka,Midfielder,3,1.0,69.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1875,0.153846153846,3.0
11334,Arsenal,Petr Cech,Goalkeeper,3,1.0,97.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.153846153846,3.0
111787,Swansea City,Modou Barrow,Forward,80,1.0,83.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,5.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.153846153846,0.1875,0.0
57145,Swansea City,Federico Fernández,Defender,80,1.0,97.0,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,2.0,5.0,1.0,1.0,1.0,0.0,3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.153846153846,0.1875,0.0
